timestamp,command,Up,Down,Right,Left,Select,Start,Y,B,X,A,L,R
1746310646.9161825,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310646.9341822,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310646.9522066,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310646.9701903,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310646.9881964,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310647.0061843,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310647.0241797,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310647.0422068,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310647.0601797,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310648.590205,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.6082098,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.6261847,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.644205,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.6622076,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.680183,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.6981795,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.7162037,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.7341795,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.7522254,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.7701924,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.7881892,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.9321804,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.9501789,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.9681785,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310648.986182,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.0041878,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.0221946,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.0401814,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.058181,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.0761802,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.0941794,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.1121802,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.1301851,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.148205,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.1661804,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.1841786,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.2021828,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.220182,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.2381833,">,punch1,punch2",False,False,True,False,False,False,False,False,True,True,False,False
1746310649.25621,">,punch1,punch2",False,False,True,False,False,False,False,False,True,True,False,False
1746310649.2742057,">,punch1,punch2",False,False,True,False,False,False,False,False,True,True,False,False
1746310649.292208,">,punch1,punch2",False,False,True,False,False,False,False,False,True,True,False,False
1746310649.3101814,">,punch1,punch2",False,False,True,False,False,False,False,False,True,True,False,False
1746310649.3281856,"<,punch1,punch2",False,False,False,True,False,False,False,False,True,True,False,False
1746310649.3461795,"<,punch2",False,False,False,True,False,False,False,False,True,False,False,False
1746310649.3641877,"<,punch2",False,False,False,True,False,False,False,False,True,False,False,False
1746310649.3822062,"<,punch2",False,False,False,True,False,False,False,False,True,False,False,False
1746310649.4001791,"<,punch2",False,False,False,True,False,False,False,False,True,False,False,False
1746310649.4181807,"<,punch2",False,False,False,True,False,False,False,False,True,False,False,False
1746310649.4361944,"<,punch2",False,False,False,True,False,False,False,False,True,False,False,False
1746310649.454188,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.472181,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.4901788,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.50818,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.5262053,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.6881857,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.7061882,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.7241848,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.7421873,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.760182,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.778181,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.7961793,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.8141916,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.832183,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310649.8681822,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.8861866,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.904184,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.9221835,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.9401803,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.9581797,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.976181,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310649.9941835,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.012186,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.0311842,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.0491846,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.0671897,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.0851853,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.1032114,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.12119,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.1401844,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310650.1581843,">,punch2",False,False,True,False,False,False,False,False,True,False,False,False
1746310650.1761816,">,punch2",False,False,True,False,False,False,False,False,True,False,False,False
1746310650.194181,">,punch2",False,False,True,False,False,False,False,False,True,False,False,False
1746310650.2121837,">,punch2",False,False,True,False,False,False,False,False,True,False,False,False
1746310650.2301824,">,punch2",False,False,True,False,False,False,False,False,True,False,False,False
1746310650.2481833,">,punch2",False,False,True,False,False,False,False,False,True,False,False,False
1746310650.266183,">,punch1,punch2",False,False,True,False,False,False,False,False,True,True,False,False
1746310650.2841866,"^,>,punch1,punch2",True,False,True,False,False,False,False,False,True,True,False,False
1746310650.3022215,"^,>,punch1,punch2",True,False,True,False,False,False,False,False,True,True,False,False
1746310650.3211863,"^,>,punch1,punch2",True,False,True,False,False,False,False,False,True,True,False,False
